timestamp,operator,ue,tech,imsi,guti
2026-03-20T15:46:06.276730+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ef904a1f46506f7ffa29dfdf651e70e42877c468ec765a2fec22f9f63712e4e9658af421c1ec22ca97ef351234,3597223795
2026-03-20T15:46:16.496642+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ef904a1f46506f7ffa29dfdf651e70e42877c468ec765a2fec22f9f63712e4e9658af421c1ec22ca97ef351234,3597223795
2026-03-20T15:51:43.433882+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03131ec4e6008ae08a7056c5a4db3a513f1ade8d2a7e53b8f55fe77a2c19cf2712b9f4581283f234e55657a17db0,3597879117
2026-03-20T16:18:53.850303+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03b3842718e0f0d0cda73c47b05d9695fc6b309e1016d109d0902dc8574ea1a08a53cb4c92bd13e1a4685fece71c,3598862306
2026-03-20T16:19:04.070375+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03b3842718e0f0d0cda73c47b05d9695fc6b309e1016d109d0902dc8574ea1a08a53cb4c92bd13e1a4685fece71c,3598862306
2026-03-20T16:29:44.075315+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_039b1e1fcaa44c1442f916f38fc5d0bceb8775b998efca997e82020921877f6fa734ff029d4180d2d5d475b09790,3599517636
2026-03-20T16:29:54.355168+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_039b1e1fcaa44c1442f916f38fc5d0bceb8775b998efca997e82020921877f6fa734ff029d4180d2d5d475b09790,3599517636
2026-03-20T16:30:04.535239+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_039b1e1fcaa44c1442f916f38fc5d0bceb8775b998efca997e82020921877f6fa734ff029d4180d2d5d475b09790,3599517636
2026-03-20T16:40:54.034953+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03510f460347be5d51fed0777c8deb8ba1e59f96ee923fcbb89524972652f0fa2e6c567780ccba750bb7596b23be,3599583061
2026-03-20T16:41:04.274843+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03510f460347be5d51fed0777c8deb8ba1e59f96ee923fcbb89524972652f0fa2e6c567780ccba750bb7596b23be,3599583061
2026-03-20T16:45:59.794867+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03556af4c7a5bb79145f6d072c87f5ffadfbeb9c65f94c0838c5ec9c26304b7d5a1a238439d7ae7dd9628cce4b03,3600041854
2026-03-20T16:46:10.014725+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03556af4c7a5bb79145f6d072c87f5ffadfbeb9c65f94c0838c5ec9c26304b7d5a1a238439d7ae7dd9628cce4b03,3600041854
2026-03-20T16:46:20.214777+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03556af4c7a5bb79145f6d072c87f5ffadfbeb9c65f94c0838c5ec9c26304b7d5a1a238439d7ae7dd9628cce4b03,3600041854
2026-03-20T16:46:30.419641+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03556af4c7a5bb79145f6d072c87f5ffadfbeb9c65f94c0838c5ec9c26304b7d5a1a238439d7ae7dd9628cce4b03,3600041854
2026-03-20T16:54:02.452173+00:00,Operator A,S23,4g,ANON_IMSI_A2,3648276346
2026-03-20T17:02:22.128406+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03752b2c2aba0078c375bdb94e052ff0d0105149125e5c916bf14a6433a76454cb3b09c0a30398f56406a03750a5,3600762872
2026-03-20T17:02:32.368330+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03752b2c2aba0078c375bdb94e052ff0d0105149125e5c916bf14a6433a76454cb3b09c0a30398f56406a03750a5,3600762872
2026-03-20T17:02:42.548314+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03752b2c2aba0078c375bdb94e052ff0d0105149125e5c916bf14a6433a76454cb3b09c0a30398f56406a03750a5,3600762872
2026-03-20T17:02:52.753307+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03752b2c2aba0078c375bdb94e052ff0d0105149125e5c916bf14a6433a76454cb3b09c0a30398f56406a03750a5,3600762872
2026-03-20T17:10:04.160103+00:00,Operator A,S23,4g,ANON_IMSI_A2,4198909800
2026-03-20T17:10:29.164001+00:00,Operator A,S23,4g,ANON_IMSI_A2,4198909800
2026-03-20T17:19:21.984310+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03f09937c2ff94e7f9ab05b81b001f5f9d5ca2036ee66a5de1bee6ce83aa48dede1c98121cd5d7056cb25e4ba7ec,3601680197
2026-03-20T17:24:26.811440+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03e84fa62481cb87404baa2843b6a2fa51520dc9667071f56a433aa081f7f5db1c268884e8422b5f9989bc9cd442,3601811321
2026-03-20T17:24:37.051293+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03e84fa62481cb87404baa2843b6a2fa51520dc9667071f56a433aa081f7f5db1c268884e8422b5f9989bc9cd442,3601811321
2026-03-20T17:24:47.251368+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03e84fa62481cb87404baa2843b6a2fa51520dc9667071f56a433aa081f7f5db1c268884e8422b5f9989bc9cd442,3601811321
2026-03-20T17:35:38.008272+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ecdfcc18ab5e0afb3d634b209c9d1b84a90d58afba75f6de85b58b5f06b76ed8385da7b5fa19a28d51d6daa6fe,3601942524
2026-03-20T17:35:48.268090+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ecdfcc18ab5e0afb3d634b209c9d1b84a90d58afba75f6de85b58b5f06b76ed8385da7b5fa19a28d51d6daa6fe,3601942524
2026-03-20T17:52:05.314322+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0341243d9d987ea023142db12742fdc01099e8b1b908eeaa66389d8f51b2f268a816e4bbaf0c60318f9d92b157b6,3602860014
2026-03-20T17:52:15.514371+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0341243d9d987ea023142db12742fdc01099e8b1b908eeaa66389d8f51b2f268a816e4bbaf0c60318f9d92b157b6,3602860014
2026-03-20T17:57:11.967589+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03b27819cd9a164d69d45376cc664aca2c1f4b8b7f664586893248960f75d2291a642ac6480961a7507f6787efde,3603122002
2026-03-20T17:57:22.187612+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03b27819cd9a164d69d45376cc664aca2c1f4b8b7f664586893248960f75d2291a642ac6480961a7507f6787efde,3603122002
2026-03-20T17:57:32.367672+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03b27819cd9a164d69d45376cc664aca2c1f4b8b7f664586893248960f75d2291a642ac6480961a7507f6787efde,3603122002
2026-03-20T17:57:42.572739+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03b27819cd9a164d69d45376cc664aca2c1f4b8b7f664586893248960f75d2291a642ac6480961a7507f6787efde,3603122002
2026-03-20T18:19:28.803966+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03e4a71057a648896a4fb306a6ea58edd56b1be27a54c6379f93db471d10b44a27fe3a5ec4a9da2648b19abf3f89,3604170571
2026-03-20T18:19:39.023867+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03e4a71057a648896a4fb306a6ea58edd56b1be27a54c6379f93db471d10b44a27fe3a5ec4a9da2648b19abf3f89,3604170571
2026-03-20T18:24:32.502339+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_038b7a4ea559f8e4e5a561e29b9e1109aa6a14a5984bee71cd1d51ac41a8f259f28c9ac29f56852af3b4ebd5f3b7,3604498252
2026-03-20T18:24:42.702246+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_038b7a4ea559f8e4e5a561e29b9e1109aa6a14a5984bee71cd1d51ac41a8f259f28c9ac29f56852af3b4ebd5f3b7,3604498252
2026-03-20T18:24:52.902225+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_038b7a4ea559f8e4e5a561e29b9e1109aa6a14a5984bee71cd1d51ac41a8f259f28c9ac29f56852af3b4ebd5f3b7,3604498252
2026-03-20T18:25:03.087181+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_038b7a4ea559f8e4e5a561e29b9e1109aa6a14a5984bee71cd1d51ac41a8f259f28c9ac29f56852af3b4ebd5f3b7,3604498252
2026-03-20T18:41:02.534832+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0354b6a82093a38b6b84fe1f4c8c6164ff977144c0b294d5579cc4c4c2fb0c241600ac4732f2ae68bace4c8eb4a7,3652667249
2026-03-20T18:41:12.754714+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0354b6a82093a38b6b84fe1f4c8c6164ff977144c0b294d5579cc4c4c2fb0c241600ac4732f2ae68bace4c8eb4a7,3652667249
2026-03-20T18:41:22.974836+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0354b6a82093a38b6b84fe1f4c8c6164ff977144c0b294d5579cc4c4c2fb0c241600ac4732f2ae68bace4c8eb4a7,3652667249
2026-03-20T18:41:33.179751+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0354b6a82093a38b6b84fe1f4c8c6164ff977144c0b294d5579cc4c4c2fb0c241600ac4732f2ae68bace4c8eb4a7,3652667249
2026-03-20T18:48:42.601198+00:00,Operator A,S23,4g,ANON_IMSI_A2,3652667249
2026-03-20T18:49:07.605090+00:00,Operator A,S23,4g,ANON_IMSI_A2,3652667249
2026-03-20T18:57:22.472131+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03d805eb80b6d0ac6163bd5622eba43d032710a20445965658f5cc19b89bd917784d205e2102d027543d1089a593,3653257201
2026-03-20T18:57:32.731921+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03d805eb80b6d0ac6163bd5622eba43d032710a20445965658f5cc19b89bd917784d205e2102d027543d1089a593,3653257201
2026-03-20T18:57:42.971883+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03d805eb80b6d0ac6163bd5622eba43d032710a20445965658f5cc19b89bd917784d205e2102d027543d1089a593,3653257201
2026-03-20T18:57:53.196933+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03d805eb80b6d0ac6163bd5622eba43d032710a20445965658f5cc19b89bd917784d205e2102d027543d1089a593,3653257201
2026-03-20T19:36:01.086353+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_030008f6f00028f4e96ab1510c5b0d701272e280d482292b3d633ba76845795db96076ed89bd78dfbf17c2fb6706,3607447400
2026-03-20T19:36:11.306246+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_030008f6f00028f4e96ab1510c5b0d701272e280d482292b3d633ba76845795db96076ed89bd78dfbf17c2fb6706,3607447400
2026-03-20T19:36:21.506208+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_030008f6f00028f4e96ab1510c5b0d701272e280d482292b3d633ba76845795db96076ed89bd78dfbf17c2fb6706,3607447400
2026-03-20T19:41:05.718038+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_033420919694ef17ca98a605c36e3ade1c8ea21a88af940589f404351b2c64c4db5c4c3b26f3b673b9f47ad72bd4,3607644003
2026-03-20T19:41:15.937926+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_033420919694ef17ca98a605c36e3ade1c8ea21a88af940589f404351b2c64c4db5c4c3b26f3b673b9f47ad72bd4,3607644003
2026-03-20T19:41:26.137930+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_033420919694ef17ca98a605c36e3ade1c8ea21a88af940589f404351b2c64c4db5c4c3b26f3b673b9f47ad72bd4,3607644003
2026-03-20T19:41:36.342996+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_033420919694ef17ca98a605c36e3ade1c8ea21a88af940589f404351b2c64c4db5c4c3b26f3b673b9f47ad72bd4,3607644003
2026-03-20T19:41:46.562926+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_033420919694ef17ca98a605c36e3ade1c8ea21a88af940589f404351b2c64c4db5c4c3b26f3b673b9f47ad72bd4,3607644003
2026-03-20T20:03:39.856531+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03793b67ad795a72400e0488c62c1b1b9a92c55750b01f7ba48610cd036a44ddb5951e7ac8e0d7236a3a9e9019c6,3608168412
2026-03-20T20:14:11.515543+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0367fca027f15bd695ba7051f499038fe2f90d0c3b45f47482c952cae30600ec98041ef185b9750f9660142be9d5,3608758131
2026-03-20T20:14:21.735217+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0367fca027f15bd695ba7051f499038fe2f90d0c3b45f47482c952cae30600ec98041ef185b9750f9660142be9d5,3608758131
2026-03-20T20:14:31.915229+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0367fca027f15bd695ba7051f499038fe2f90d0c3b45f47482c952cae30600ec98041ef185b9750f9660142be9d5,3608758131
2026-03-20T20:14:42.100309+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0367fca027f15bd695ba7051f499038fe2f90d0c3b45f47482c952cae30600ec98041ef185b9750f9660142be9d5,3608758131
2026-03-20T20:29:22.197803+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0322890f2621be585f4fd2fae85e966bb1e07f9940bd4c25729519231a6129f8b1599d4c167a8e987800109cda1c,3609151436
2026-03-20T20:29:32.417728+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0322890f2621be585f4fd2fae85e966bb1e07f9940bd4c25729519231a6129f8b1599d4c167a8e987800109cda1c,3609151436
2026-03-20T20:29:42.617695+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0322890f2621be585f4fd2fae85e966bb1e07f9940bd4c25729519231a6129f8b1599d4c167a8e987800109cda1c,3609151436
2026-03-20T20:29:52.822736+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0322890f2621be585f4fd2fae85e966bb1e07f9940bd4c25729519231a6129f8b1599d4c167a8e987800109cda1c,3609151436
2026-03-20T20:30:03.022742+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0322890f2621be585f4fd2fae85e966bb1e07f9940bd4c25729519231a6129f8b1599d4c167a8e987800109cda1c,3609151436
2026-03-20T20:31:47.218987+00:00,Operator A,S23,4g,ANON_IMSI_A2,3656337371
2026-03-20T20:32:12.223029+00:00,Operator A,S23,4g,ANON_IMSI_A2,3656337371
2026-03-20T20:51:57.228980+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_034dbafb7861b88fd65d6a8ff31bbaa861588e12e68eea4a68f4d7b1834bc08574603a2fe7af3cbb12d7872f2878,3609937786
2026-03-20T21:02:11.918017+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03387a45f2607a4453869e5262cf8b01d94d6c92abf87cd7ea8f39e8410cf2a06239f6893be671bfb5201214c8d8,3610200062
2026-03-20T21:02:22.137930+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03387a45f2607a4453869e5262cf8b01d94d6c92abf87cd7ea8f39e8410cf2a06239f6893be671bfb5201214c8d8,3610200062
2026-03-20T21:02:32.317932+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03387a45f2607a4453869e5262cf8b01d94d6c92abf87cd7ea8f39e8410cf2a06239f6893be671bfb5201214c8d8,3610200062
2026-03-20T21:02:42.523006+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03387a45f2607a4453869e5262cf8b01d94d6c92abf87cd7ea8f39e8410cf2a06239f6893be671bfb5201214c8d8,3610200062
2026-03-20T21:02:52.702929+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03387a45f2607a4453869e5262cf8b01d94d6c92abf87cd7ea8f39e8410cf2a06239f6893be671bfb5201214c8d8,3610200062
2026-03-20T21:19:25.758805+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03b6eaaafec9e2575349305c951b9156fbc7596a042ca306f310a79a38adabe5436685bdb5713126ec4892dc674d,3610724288
2026-03-20T21:24:30.088242+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03b8465960ee9c1687fa34e660b785748cbad02200820cdfa64e718b08257f272044766a17cb581a58328cb32340,3610986327
2026-03-20T21:24:40.308111+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03b8465960ee9c1687fa34e660b785748cbad02200820cdfa64e718b08257f272044766a17cb581a58328cb32340,3610986327
2026-03-20T21:24:50.488158+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03b8465960ee9c1687fa34e660b785748cbad02200820cdfa64e718b08257f272044766a17cb581a58328cb32340,3610986327
2026-03-20T21:30:09.113513+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_036f5165847c8e519ef2acd5e7914f0964ef93766a455c6a65ff86c3b0af490f94e6fe75d88b4f54e59c7b107d7b,3611183085
2026-03-20T21:30:19.313407+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_036f5165847c8e519ef2acd5e7914f0964ef93766a455c6a65ff86c3b0af490f94e6fe75d88b4f54e59c7b107d7b,3611183085
2026-03-20T21:35:16.856846+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03332f33f31cc3eeabe9912b10bcf520a7d2fac319578f96a4a741fd26f6e87e839db6c18208c1a4ad3296a36b4f,3611314146
2026-03-20T21:35:27.076808+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03332f33f31cc3eeabe9912b10bcf520a7d2fac319578f96a4a741fd26f6e87e839db6c18208c1a4ad3296a36b4f,3611314146
2026-03-20T21:35:37.276636+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03332f33f31cc3eeabe9912b10bcf520a7d2fac319578f96a4a741fd26f6e87e839db6c18208c1a4ad3296a36b4f,3611314146
2026-03-20T21:35:47.481770+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03332f33f31cc3eeabe9912b10bcf520a7d2fac319578f96a4a741fd26f6e87e839db6c18208c1a4ad3296a36b4f,3611314146
2026-03-20T21:51:39.443548+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0312a4361f4ca7a22ca18a54cd8b7f4a5d98a022e6a1b651f4e57fbbb5998cffc9860ca053a1f6e859c49c992857,3611772919
2026-03-20T21:51:49.643377+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0312a4361f4ca7a22ca18a54cd8b7f4a5d98a022e6a1b651f4e57fbbb5998cffc9860ca053a1f6e859c49c992857,3611772919
2026-03-20T21:51:59.823399+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0312a4361f4ca7a22ca18a54cd8b7f4a5d98a022e6a1b651f4e57fbbb5998cffc9860ca053a1f6e859c49c992857,3611772919
2026-03-20T21:52:10.008371+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0312a4361f4ca7a22ca18a54cd8b7f4a5d98a022e6a1b651f4e57fbbb5998cffc9860ca053a1f6e859c49c992857,3611772919
2026-03-20T21:52:20.228422+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0312a4361f4ca7a22ca18a54cd8b7f4a5d98a022e6a1b651f4e57fbbb5998cffc9860ca053a1f6e859c49c992857,3611772919
2026-03-20T22:13:38.889579+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0303f4fe91e35f27822b8d958b9f24346b02710ee5d7f4ec810b71e1d8e684df2a4ef3af22165f8f634114c14c28,3612297181
2026-03-20T22:13:49.109429+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0303f4fe91e35f27822b8d958b9f24346b02710ee5d7f4ec810b71e1d8e684df2a4ef3af22165f8f634114c14c28,3612297181
2026-03-20T22:13:59.309540+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0303f4fe91e35f27822b8d958b9f24346b02710ee5d7f4ec810b71e1d8e684df2a4ef3af22165f8f634114c14c28,3612297181
2026-03-20T22:14:09.514486+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0303f4fe91e35f27822b8d958b9f24346b02710ee5d7f4ec810b71e1d8e684df2a4ef3af22165f8f634114c14c28,3612297181
2026-03-20T22:15:56.487334+00:00,Operator A,S23,4g,ANON_IMSI_A2,3658958823
2026-03-20T22:16:21.509412+00:00,Operator A,S23,4g,ANON_IMSI_A2,3658958823
2026-03-20T22:30:24.740292+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0358b5beeb0f3124747ca09832bcbdf93c19bb127b22ef8e6021e1c54478b36f4c9323588fd82ac54054617b3b7c,3612887008
2026-03-20T22:30:34.960172+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0358b5beeb0f3124747ca09832bcbdf93c19bb127b22ef8e6021e1c54478b36f4c9323588fd82ac54054617b3b7c,3612887008
2026-03-20T22:35:41.386472+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03243326015069980c133f4988f67d4913181d9c35c6d35c551c8d1c4bc28abc7805d85d005a6f01ce5abd65cd67,3659417543
2026-03-20T22:35:51.646404+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03243326015069980c133f4988f67d4913181d9c35c6d35c551c8d1c4bc28abc7805d85d005a6f01ce5abd65cd67,3659417543
2026-03-20T22:36:01.866385+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03243326015069980c133f4988f67d4913181d9c35c6d35c551c8d1c4bc28abc7805d85d005a6f01ce5abd65cd67,3659417543
2026-03-20T22:46:47.015523+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0350828ae41649c19863af1475ff0b5e3145457bbba0559514104e8c19eb82ff512b7dfd51829031209581d28423,3613083477
2026-03-20T22:46:57.235541+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0350828ae41649c19863af1475ff0b5e3145457bbba0559514104e8c19eb82ff512b7dfd51829031209581d28423,3613083477
